,InvoiceDate,InvoiceNo,StockCode,Description,Quantity,InvoiceDate.1,UnitPrice,CustomerID,Country,Estore_id
99896,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,23
99906,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,30
99920,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,11
99929,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,22
99938,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,16
99978,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,23
100068,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,6
100096,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,16
100120,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.49,12352.0,Norway,25
100129,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,1
100477,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,20
100560,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,11
100719,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,32
100775,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,23
100791,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,28
101024,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,25
101181,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,31
101291,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,5
101435,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,9
101530,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,3
101621,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,3
101712,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,26
101797,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,12
101817,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,17
102081,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,29
102135,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,21
102247,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,28
102302,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,17
102308,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,10
102316,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,25
102526,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,14
102528,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,28
102738,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,22
102995,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,7
103025,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,3
103124,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,24
103194,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,6
103320,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,7
103351,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,31
103416,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,18
103429,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,20
103455,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,22
103577,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,19
103707,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,29
103850,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,9
103871,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,5
103882,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,32
103910,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,2
103941,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,30
104033,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,17
104078,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,32
104224,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,23
104253,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,2
104477,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,22
104538,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,20
104548,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,29
104552,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,32
104668,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,23
104871,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,23
104892,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,18
105062,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,27
105173,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,12
105174,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,24
105220,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,16
105270,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,24
105301,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,28
105515,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,16
105614,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,5
105625,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,12
105641,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,15
105851,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,17
105856,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,29
105997,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,19
106080,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,5
106081,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,5
106205,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,6
106263,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,7
106272,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,27
106314,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,32
106335,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,5
106366,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.49,12352.0,Norway,23
106388,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,20
106416,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,12
106437,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,9
106540,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,9
106559,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,2
106678,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,29
106724,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,23
106967,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.49,12352.0,Norway,32
107032,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.49,12352.0,Norway,25
107364,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,6
107382,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,12
107388,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,29
107494,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,21
107501,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,13
107579,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,280.05,12352.0,Norway,16
107727,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,4.95,12352.0,Norway,19
107813,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,14
107845,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,28
107846,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,29
107848,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,11
107976,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,5
108094,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,2
108242,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,1
108277,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,19
108344,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,4
108402,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,2.95,12352.0,Norway,25
108436,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.65,12352.0,Norway,13
108509,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,9
108554,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,15
108714,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,7
108860,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.25,12381.0,Norway,6
109005,2011-03-01 15:47:00,C545329,,,-1.0,2011-03-01 15:47:00,183.75,12352.0,Norway,3
109024,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,22
109032,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.45,12352.0,Norway,6
109053,2011-03-22 16:07:00,C547388,,,1.0,2011-03-22 16:07:00,1.25,12352.0,Norway,24
109245,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,4.95,12381.0,Norway,30
109341,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,6
109350,2011-03-01 15:49:00,C545330,,,-1.0,2011-03-01 15:49:00,376.5,12352.0,Norway,30
109599,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.95,12381.0,Norway,19
109828,2011-08-31 17:10:00,C565050,,,1.0,2011-08-31 17:10:00,1.45,12381.0,Norway,30
110000,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.95,12578.0,Italy,26
110008,2011-08-04 17:06:00,C562423,,,1.0,2011-08-04 17:06:00,4.95,12584.0,Italy,20
110081,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,28
110120,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,13
110129,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,6.35,12584.0,Italy,31
110158,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,8.5,12584.0,Italy,23
110166,2011-08-04 17:08:00,C562425,,,1.0,2011-08-04 17:08:00,4.95,12584.0,Italy,12
110174,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,28
110186,2011-11-23 12:29:00,C578239,,,-1.0,2011-11-23 12:29:00,26.33,14912.0,Italy,22
110207,2011-02-11 13:39:00,C543743,,,1.0,2011-02-11 13:39:00,4.5,12505.0,Italy,24
110271,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,31
110303,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,2
110331,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,6.35,12584.0,Italy,31
110349,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,25
110363,2011-08-04 17:08:00,C562425,,,1.0,2011-08-04 17:08:00,4.95,12584.0,Italy,9
110382,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,6
110389,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,2.95,12584.0,Italy,14
110417,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,31
110422,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,4.25,12584.0,Italy,25
110456,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,8.5,12584.0,Italy,15
110462,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,2.95,12584.0,Italy,16
110463,2011-03-28 14:00:00,C547930,,,1.0,2011-03-28 14:00:00,18.0,12594.0,Italy,23
110485,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,15
110489,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,11
110497,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,4.95,12584.0,Italy,22
110500,2011-11-30 16:37:00,C579864,,,-9.0,2011-11-30 16:37:00,9.95,12584.0,Italy,23
110503,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,11
110510,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,6.35,12584.0,Italy,2
110520,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,16
110526,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,16.95,12584.0,Italy,25
110531,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,4.25,12610.0,Italy,9
110545,2011-02-11 13:39:00,C543743,,,1.0,2011-02-11 13:39:00,4.5,12505.0,Italy,25
110554,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,26
110564,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,14
110567,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,1.25,12578.0,Italy,29
110603,2011-03-14 11:45:00,C546501,,SET OF 3 CAKE TINS PANTRY DESIGN ,-2.0,2011-03-14 11:45:00,4.95,12584.0,Italy,16
110624,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,1.25,12578.0,Italy,3
110667,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,1
110706,2011-08-04 17:06:00,C562423,,,1.0,2011-08-04 17:06:00,8.5,12584.0,Italy,22
110751,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,22
110766,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,4
110781,2011-08-11 10:58:00,C562969,,,1.0,2011-08-11 10:58:00,0.65,12610.0,Italy,11
110791,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,16.95,12584.0,Italy,32
110793,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.25,12584.0,Italy,3
110824,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,8.5,12584.0,Italy,27
110887,2011-08-11 10:58:00,C562969,,,1.0,2011-08-11 10:58:00,0.65,12610.0,Italy,32
110902,2011-08-04 17:08:00,C562425,,,1.0,2011-08-04 17:08:00,4.95,12584.0,Italy,4
110910,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,6.35,12584.0,Italy,11
110916,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,2.55,12610.0,Italy,8
110953,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.25,12584.0,Italy,9
110962,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,8.5,12584.0,Italy,4
110974,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,23
110980,2011-08-04 17:06:00,C562423,,,1.0,2011-08-04 17:06:00,12.75,12584.0,Italy,4
111041,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,18
111048,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,20
111064,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,28
111080,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.95,12584.0,Italy,3
111097,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,29
111104,2011-11-23 12:29:00,C578239,,,-1.0,2011-11-23 12:29:00,26.33,14912.0,Italy,21
111115,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,8.5,12584.0,Italy,14
111187,2010-12-06 09:31:00,C537232,,,1.0,2010-12-06 09:31:00,8.5,12586.0,Italy,19
111191,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,8.5,12584.0,Italy,10
111231,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,2.55,12610.0,Italy,24
111241,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,16
111264,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.95,12584.0,Italy,5
111274,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.25,12584.0,Italy,18
111289,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,4.95,12584.0,Italy,3
111308,2011-08-04 17:06:00,C562423,,,1.0,2011-08-04 17:06:00,12.75,12584.0,Italy,24
111312,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,13
111316,2011-08-11 10:58:00,C562969,,,1.0,2011-08-11 10:58:00,3.75,12610.0,Italy,1
111336,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,31
111348,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,5
111357,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,2.95,12584.0,Italy,2
111358,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,1.95,12610.0,Italy,9
111412,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,1.25,12578.0,Italy,8
111423,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,28
111451,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,15
111465,2011-03-14 11:45:00,C546501,,SET OF 3 CAKE TINS PANTRY DESIGN ,-2.0,2011-03-14 11:45:00,4.95,12584.0,Italy,30
111474,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,22
111476,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,26
111484,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,1.95,12610.0,Italy,3
111496,2011-01-05 10:46:00,C540129,,,-3.0,2011-01-05 10:46:00,2.55,12578.0,Italy,23
111512,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,16.95,12584.0,Italy,32
111521,2011-02-11 13:39:00,C543743,,,1.0,2011-02-11 13:39:00,4.5,12505.0,Italy,28
111531,2011-11-23 12:29:00,C578239,,,-1.0,2011-11-23 12:29:00,26.33,14912.0,Italy,26
111589,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.25,12584.0,Italy,8
111593,2011-08-04 17:06:00,C562423,,,1.0,2011-08-04 17:06:00,8.5,12584.0,Italy,11
111614,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,32
111643,2011-11-30 16:37:00,C579864,,,-9.0,2011-11-30 16:37:00,9.95,12584.0,Italy,20
111675,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,4.25,12584.0,Italy,11
111679,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,4.25,12584.0,Italy,12
111709,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,4.25,12610.0,Italy,18
111732,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,20
111738,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,16
111754,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,2.95,12584.0,Italy,5
111755,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,2.95,12584.0,Italy,22
111761,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,1.95,12610.0,Italy,29
111781,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.25,12584.0,Italy,13
111805,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.25,12584.0,Italy,22
111808,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,1.25,12578.0,Italy,32
111813,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,12
111826,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,2.95,12584.0,Italy,21
111878,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,4.25,12584.0,Italy,31
111879,2011-08-04 17:08:00,C562425,,,1.0,2011-08-04 17:08:00,4.95,12584.0,Italy,29
111880,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,2.55,12610.0,Italy,31
111952,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.95,12584.0,Italy,6
111959,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,22
111965,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,6.35,12584.0,Italy,11
111977,2011-11-30 16:37:00,C579864,,,-9.0,2011-11-30 16:37:00,9.95,12584.0,Italy,32
111979,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,1
111989,2011-11-14 12:13:00,C576199,,,1.0,2011-11-14 12:13:00,2.55,12610.0,Italy,10
112013,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,2.95,12584.0,Italy,31
112017,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,6.35,12584.0,Italy,13
112021,2011-03-28 14:00:00,C547930,,,1.0,2011-03-28 14:00:00,18.0,12594.0,Italy,10
112086,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,2.95,12584.0,Italy,25
112111,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,31
112122,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,8.5,12584.0,Italy,19
112123,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,4.95,12584.0,Italy,26
112128,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,2.95,12584.0,Italy,22
112153,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,1.25,12578.0,Italy,7
112168,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,2.95,12584.0,Italy,32
112192,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,31
112212,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,6.35,12584.0,Italy,14
112213,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,7
112216,2011-06-29 12:53:00,C558439,,,1.0,2011-06-29 12:53:00,16.95,12584.0,Italy,11
112238,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,22
112260,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,4.25,12584.0,Italy,7
112284,2011-10-26 09:38:00,C572761,,,1.0,2011-10-26 09:38:00,8.5,12584.0,Italy,20
112285,2011-01-05 10:46:00,C540129,,,-3.0,2011-01-05 10:46:00,2.55,12578.0,Italy,11
112298,2011-10-06 18:27:00,C569949,,,1.0,2011-10-06 18:27:00,4.95,12584.0,Italy,22
112344,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,10.95,12584.0,Italy,27
112350,2011-11-14 12:56:00,C576216,,,1.0,2011-11-14 12:56:00,2.95,12584.0,Italy,25
112354,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,31
112357,2011-01-27 10:01:00,C542273,,,1.0,2011-01-27 10:01:00,2.95,12578.0,Italy,30
112369,2011-11-30 15:29:00,C579785,,,1.0,2011-11-30 15:29:00,16.95,12584.0,Italy,24
